title,price,mileage,registration_year,previous_owners,fuel_type,body_type,engine,gearbox,doors,seats,emission_class,service_history
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
skoda fabia,6495,70000,2017,1,petrol,hatchback,1.0,manual,5,5,6,unknown
fiat 500,5900,45000,2016,2,petrol,hatchback,1.2,manual,3,4,6,full
bmw 2 series,7500,57851,2014,1,diesel,coupe,2.0,manual,2,4,6,unknown
nissan qashqai+2,5995,84642,2010,2,diesel,suv,1.5,manual,5,7,4,unknown
jaguar s-type,2995,98000,2005,3,diesel,saloon,2.7,automatic,4,5,4,unknown
volkswagen tiguan,4295,115000,2009,3,diesel,suv,2.0,automatic,5,5,4,full
ford ka,2850,76191,2009,2,petrol,hatchback,1.2,manual,3,4,4,unknown
vauxhall mokka,6490,78000,2015,3,petrol,suv,1.6,manual,5,5,6,full
alfa romeo mito,2995,82000,2013,3,petrol,hatchback,1.4,manual,3,4,5,unknown
ford mondeo,2995,113000,2011,3,diesel,hatchback,1.6,manual,5,5,5,unknown
ford focus,1499,113187,2008,2,petrol,hatchback,1.6,manual,5,5,4,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
vauxhall astra gtc,5099,67100,2013,3,petrol,coupe,1.4,automatic,3,5,5,full
mercedes-benz c class,2495,89500,2005,3,petrol,coupe,1.8,automatic,2,4,3,unknown
bmw 1 series,10895,74000,2015,3,diesel,hatchback,2.0,manual,5,5,6,unknown
volkswagen passat,7750,91350,2014,2,diesel,estate,2.0,manual,5,5,5,unknown
bmw 4 series,15000,109000,2015,3,diesel,hatchback,3.0,automatic,5,5,6,unknown
citroen c3,3450,61843,2010,2,petrol,hatchback,1.4,manual,5,5,5,full
mercedes-benz a class,13995,106000,2019,2,petrol,hatchback,1.3,manual,5,5,6,unknown
mercedes-benz e class,8950,82856,2014,5,diesel,saloon,2.1,automatic,4,5,5,unknown
dacia logan mcv,5500,62000,2015,4,diesel,estate,1.5,manual,5,5,5,unknown
vauxhall astra,2500,136842,2014,1,diesel,estate,1.6,manual,5,5,6,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
audi a4 avant,5995,105000,2010,3,diesel,estate,3.0,automatic,5,5,5,unknown
peugeot 107,3285,46477,2011,3,petrol,hatchback,1.0,manual,5,4,5,unknown
fiat 500,4995,54496,2011,3,petrol,hatchback,1.2,manual,3,4,5,full
fiat panda,1895,108000,2011,2,petrol,hatchback,1.2,manual,5,4,5,unknown
kia sportage,2995,93125,2009,3,diesel,suv,2.0,manual,5,5,4,full
nissan x-trail,2490,141000,2006,3,diesel,suv,2.2,manual,5,5,4,unknown
volkswagen golf,5495,95000,2013,5,diesel,estate,1.6,manual,5,5,5,unknown
citroen ds3,2495,106000,2010,5,diesel,hatchback,1.6,manual,3,5,5,unknown
honda jazz,1695,80147,2002,3,petrol,hatchback,1.4,manual,5,5,3,unknown
peugeot 107,2150,100000,2010,3,petrol,hatchback,1.0,manual,3,4,4,unknown
vauxhall vectra,2250,52200,2007,3,petrol,hatchback,1.8,manual,5,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
vauxhall corsa,2995,79011,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
hyundai i30,4195,112207,2014,1,diesel,hatchback,1.4,manual,5,5,5,unknown
ford fiesta,6595,50181,2013,2,petrol,hatchback,1.0,manual,5,5,5,unknown
audi a3,5450,81000,2011,6,petrol,hatchback,1.8,manual,3,5,5,unknown
jaguar xf,8900,94000,2015,5,diesel,saloon,2.2,automatic,4,5,5,unknown
fiat panda,1495,102000,2009,3,petrol,hatchback,1.1,manual,5,4,4,unknown
toyota yaris,3990,47801,2009,3,petrol,hatchback,1.3,manual,5,5,4,unknown
vauxhall insignia grand sport,7447,125000,2019,1,diesel,hatchback,1.6,manual,5,5,6,unknown
bmw 1 series,8145,40000,2013,3,diesel,hatchback,1.6,manual,5,5,5,full
toyota yaris,3995,99000,2013,2,diesel,hatchback,1.4,manual,5,5,5,full
ford focus,1499,113187,2008,2,petrol,hatchback,1.6,manual,5,5,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
vauxhall corsa,2695,53000,2009,3,petrol,hatchback,1.2,manual,5,5,4,unknown
kia picanto,4970,65400,2015,3,petrol,hatchback,1.0,manual,5,5,6,unknown
vauxhall insignia,8000,71518,2016,4,petrol,hatchback,2.0,manual,5,5,6,full
mercedes-benz a class,11990,51098,2017,3,diesel,hatchback,1.5,manual,5,5,6,full
honda civic,7699,93065,2005,3,petrol,hatchback,2.0,manual,3,4,3,unknown
mercedes-benz b-class,8000,90000,2012,3,diesel,mpv,1.8,automatic,5,5,5,unknown
kia optima,5500,60270,2012,5,diesel,saloon,1.7,automatic,4,5,5,unknown
audi a3,6499,55500,2012,4,diesel,hatchback,2.0,manual,3,5,5,unknown
volvo v40,4250,118000,2013,4,diesel,hatchback,1.6,manual,5,5,5,unknown
ford fiesta,10640,43456,2018,3,petrol,hatchback,1.0,manual,5,5,6,unknown
peugeot 407,995,144100,2007,4,diesel,saloon,2.0,manual,4,5,4,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
vauxhall corsa,2995,79011,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
ford kuga,3995,124000,2010,7,diesel,suv,2.0,manual,5,5,5,unknown
peugeot 208,7444,32046,2016,3,petrol,hatchback,1.2,manual,5,5,6,unknown
bmw x1,7995,75405,2011,3,diesel,suv,2.0,automatic,5,5,5,unknown
toyota aygo,3895,53700,2013,2,petrol,hatchback,1.0,manual,5,4,5,unknown
citroen c3,7999,56425,2017,2,petrol,hatchback,1.2,manual,5,5,6,unknown
land rover range rover sport,12490,54000,2010,3,diesel,suv,3.0,automatic,5,5,4,unknown
vauxhall astra,4495,92300,2013,3,diesel,estate,2.0,automatic,5,5,5,unknown
kia sorento,1795,125000,2005,4,diesel,suv,2.5,manual,5,5,2,unknown
peugeot 308,2495,107000,2012,2,diesel,hatchback,1.6,manual,5,5,5,unknown
peugeot 207 cc,2000,68000,2009,3,petrol,convertible,1.6,manual,2,4,5,full
peugeot 407,995,144100,2007,4,diesel,saloon,2.0,manual,4,5,4,unknown
vauxhall corsa,2995,79011,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
chevrolet captiva,5999,71512,2012,2,diesel,suv,2.2,automatic,5,7,5,full
toyota aygo,3950,17000,2014,3,petrol,hatchback,1.0,manual,3,4,5,unknown
ford fiesta,7780,51700,2016,2,petrol,hatchback,1.0,manual,3,5,6,unknown
renault clio,2499,104858,2010,3,diesel,estate,1.5,manual,5,5,4,unknown
toyota aygo,3290,73001,2012,3,petrol,hatchback,1.0,manual,3,4,5,unknown
bmw 3 series,3450,131000,2005,7,diesel,estate,2.0,automatic,5,5,4,unknown
volkswagen polo,6495,95555,2015,2,petrol,hatchback,1.2,manual,3,5,6,unknown
jaguar xf,8995,125000,2015,3,diesel,estate,2.2,automatic,5,5,5,unknown
nissan qashqai,5995,94900,2015,4,diesel,suv,1.5,manual,5,5,6,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
bmw 3 series,12800,57000,2016,2,diesel,saloon,2.0,manual,4,5,6,unknown
audi a3,6250,81000,2011,4,diesel,hatchback,2.0,manual,3,5,5,full
peugeot 308,1995,98885,2010,3,petrol,convertible,1.6,manual,2,4,5,unknown
vauxhall zafira,1800,120000,2010,5,diesel,mpv,1.9,automatic,5,7,4,unknown
suzuki grand vitara,6495,24629,2011,3,petrol,suv,1.6,manual,3,5,5,unknown
mercedes-benz clk,2699,77000,2004,2,petrol,coupe,1.8,automatic,2,4,3,unknown
kia rio,4200,55635,2012,4,petrol,hatchback,1.4,manual,5,5,5,unknown
mercedes-benz b class,9870,25224,2014,1,diesel,mpv,1.5,manual,5,5,5,unknown
vauxhall astra,4993,116000,2017,3,diesel,estate,1.6,manual,5,5,6,unknown
hyundai i30,1998,110000,2008,3,diesel,hatchback,2.0,manual,5,5,4,unknown
subaru impreza,2395,130100,2001,5,petrol,saloon,2.0,manual,4,5,2,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
hyundai i10,3990,50562,2012,2,petrol,hatchback,1.2,manual,5,5,5,unknown
vauxhall corsa,6700,34685,2017,2,petrol,hatchback,1.4,manual,3,5,6,unknown
mazda cx-3,8495,55400,2015,3,diesel,suv,1.5,manual,5,5,6,unknown
seat ibiza,1795,49377,2007,3,petrol,hatchback,1.4,manual,5,5,4,unknown
bmw x1,8495,70876,2014,3,diesel,suv,2.0,manual,5,5,5,unknown
ford mondeo,5675,80000,2013,3,diesel,hatchback,2.0,manual,5,5,5,unknown
ford focus,11225,57727,2017,2,petrol,hatchback,1.0,automatic,5,5,6,unknown
hyundai i10,2495,68100,2011,5,petrol,hatchback,1.2,manual,5,5,5,unknown
ford focus,4785,66436,2011,1,petrol,hatchback,1.6,manual,5,5,5,full
toyota verso,8995,71504,2015,3,diesel,mpv,1.6,manual,5,7,6,unknown
volvo v70,795,274100,2004,6,petrol,estate,2.4,automatic,5,5,3,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
renault captur,5498,50600,2014,2,petrol,suv,0.9,manual,5,5,5,unknown
fiat 500c,5750,67601,2010,3,petrol,convertible,1.4,automatic,2,4,5,unknown
ford mondeo,2445,123000,2008,5,diesel,hatchback,2.0,manual,5,5,4,unknown
volkswagen golf,2550,69354,2004,3,petrol,hatchback,1.6,manual,5,5,4,unknown
audi q7,7499,144000,2011,3,diesel,suv,3.0,automatic,5,7,5,full
citroen c3,7970,76000,2019,1,petrol,hatchback,1.2,manual,5,5,6,full
mini clubman,6700,64000,2012,3,diesel,estate,1.6,manual,5,5,5,unknown
bmw x1,4895,105000,2011,2,diesel,suv,2.0,manual,5,5,5,full
bmw 3 series,6390,92080,2013,2,diesel,convertible,2.0,manual,2,4,5,full
vauxhall astra,1495,108257,2007,3,petrol,hatchback,1.6,manual,5,5,4,unknown
volvo v70,795,274100,2004,6,petrol,estate,2.4,automatic,5,5,3,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
volkswagen tiguan,14250,71396,2018,1,diesel,suv,2.0,manual,5,5,6,unknown
bmw x1,6850,90000,2013,7,diesel,suv,2.0,manual,5,5,5,unknown
mercedes-benz a class,9250,79500,2015,2,diesel,hatchback,1.5,automatic,5,5,6,unknown
vauxhall corsa,3495,25857,2007,3,petrol,hatchback,1.2,manual,5,5,4,unknown
vauxhall antara,3240,86101,2013,3,diesel,suv,2.2,automatic,5,5,5,full
bmw 3 series,9995,54000,2013,3,diesel,saloon,2.0,automatic,4,5,5,full
jaguar xf,7749,68085,2013,2,diesel,saloon,2.2,automatic,4,5,5,unknown
honda civic,9395,109000,2018,2,diesel,hatchback,1.6,manual,5,5,6,unknown
ford fiesta,2695,146000,2008,4,petrol,hatchback,2.0,manual,3,5,4,unknown
vauxhall astra,2500,136842,2014,1,diesel,estate,1.6,manual,5,5,6,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
fiat 500,6990,32000,2015,3,petrol,hatchback,0.9,manual,3,4,6,unknown
peugeot 107,1995,97100,2010,5,petrol,hatchback,1.0,manual,5,4,4,unknown
mercedes-benz c class,1195,167794,2007,3,diesel,coupe,2.1,automatic,2,4,4,unknown
ford fiesta,2495,47530,2008,3,petrol,hatchback,1.3,manual,3,5,4,unknown
mercedes-benz c class,5970,102943,2014,3,diesel,saloon,2.1,automatic,4,5,5,unknown
hyundai i40,6860,60000,2015,3,diesel,estate,1.7,manual,5,5,5,unknown
bmw 3 series,4695,82600,2010,3,diesel,saloon,2.0,manual,4,5,5,unknown
vauxhall meriva,5777,45000,2015,3,petrol,mpv,1.4,manual,5,5,6,unknown
vauxhall zafira,3995,79980,2010,2,diesel,mpv,1.9,automatic,5,7,4,unknown
vauxhall antara,7495,29000,2014,3,diesel,suv,2.2,manual,5,5,5,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
kia sportage,6500,98198,2016,2,diesel,suv,1.7,manual,5,5,6,unknown
mini hatch,9695,33465,2017,2,diesel,hatchback,1.5,manual,3,4,6,unknown
bmw 3 series,6295,137920,2014,2,diesel,estate,2.0,manual,5,5,6,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
jaguar s-type,2667,88523,2003,3,petrol,saloon,3.0,automatic,4,5,3,unknown
fiat 500,4995,52505,2013,3,petrol,hatchback,1.2,manual,3,4,4,unknown
nissan micra,8700,30666,2018,3,petrol,hatchback,1.0,manual,5,5,6,unknown
volkswagen passat,11480,44006,2015,3,diesel,saloon,2.0,automatic,4,5,6,unknown
land rover freelander 2,4495,148000,2011,4,diesel,suv,2.2,manual,5,5,5,unknown
vauxhall grandland x,11440,67748,2018,3,petrol,suv,1.2,manual,5,5,6,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
ford fiesta,10995,59800,2017,3,petrol,hatchback,1.0,manual,3,5,6,unknown
ford focus cc,2495,68272,2007,3,petrol,convertible,2.0,manual,2,4,4,unknown
smart forfour,5595,51000,2016,4,petrol,hatchback,1.0,manual,5,4,6,unknown
toyota avensis,7989,98235,2018,2,diesel,saloon,1.6,manual,4,5,6,unknown
volkswagen golf,8650,100000,2015,2,diesel,hatchback,2.0,manual,5,5,5,unknown
audi a6 saloon,5995,94000,2011,4,diesel,saloon,2.0,manual,4,5,5,unknown
vauxhall corsa,2995,79011,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
honda civic,4550,76680,2010,1,petrol,hatchback,1.4,manual,5,5,5,full
jeep grand cherokee,2995,125000,2008,4,diesel,suv,3.0,automatic,5,5,4,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
nissan micra,2495,81025,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
alfa romeo giulietta,3995,90851,2011,3,petrol,hatchback,1.4,manual,5,5,5,unknown
audi a6,16995,66229,2017,1,diesel,saloon,2.0,automatic,4,5,6,unknown
hyundai i30,10750,39406,2017,3,petrol,hatchback,1.4,manual,5,5,6,unknown
seat ibiza,5249,65946,2013,2,petrol,hatchback,1.4,manual,5,5,5,full
vauxhall corsa,5100,49954,2013,3,petrol,hatchback,1.4,manual,3,5,5,unknown
bmw 5 series,4999,140000,2012,3,diesel,estate,2.0,manual,5,5,5,unknown
mercedes-benz a class,7777,82000,2015,3,diesel,hatchback,1.5,manual,5,5,5,unknown
vauxhall corsa,8500,27500,2016,2,petrol,hatchback,1.0,manual,3,5,6,unknown
mitsubishi lancer,4500,76988,2011,2,petrol,hatchback,1.8,manual,5,5,4,full
renault clio,1990,120863,2012,3,petrol,hatchback,1.1,manual,3,5,5,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
mg zt,15500,6,2004,4,petrol,saloon,1.8,manual,4,5,3,unknown
bmw x3,5595,96541,2009,1,diesel,suv,2.0,automatic,5,5,5,unknown
nissan juke,13998,20194,2020,3,petrol,suv,1.0,manual,5,5,6,unknown
bmw x1,10500,82000,2014,3,diesel,suv,2.0,automatic,5,5,5,unknown
kia sportage,6895,82000,2013,3,diesel,suv,1.7,manual,5,5,5,unknown
toyota yaris,2895,98172,2008,3,petrol,hatchback,1.3,manual,5,5,4,unknown
volkswagen passat,6995,140735,2015,2,diesel,estate,2.0,manual,5,5,6,unknown
vauxhall corsa,3695,84000,2013,3,petrol,hatchback,1.2,manual,5,5,5,unknown
bmw x6,16000,63000,2014,3,diesel,suv,3.0,automatic,5,4,5,unknown
subaru impreza,2395,130100,2001,5,petrol,saloon,2.0,manual,4,5,2,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
bmw 2 series,13444,78000,2014,3,diesel,coupe,2.0,automatic,2,4,6,unknown
ford fiesta,4950,71898,2014,2,petrol,hatchback,1.0,manual,3,5,5,unknown
volkswagen polo,2995,68000,2008,5,petrol,hatchback,1.2,manual,3,5,4,unknown
volkswagen touran,4000,144000,2012,3,diesel,mpv,1.6,manual,5,7,5,unknown
bmw 3 series,11750,94000,2015,3,diesel,saloon,2.0,manual,4,5,6,unknown
kia rio,6995,84000,2017,2,diesel,hatchback,1.4,manual,5,5,6,unknown
mini hatch,4995,106289,2011,1,petrol,hatchback,1.6,manual,3,4,5,unknown
ford fiesta,3495,77900,2009,7,diesel,hatchback,1.4,manual,5,5,4,unknown
vauxhall vectra,2250,52200,2007,3,petrol,hatchback,1.8,manual,5,5,4,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
honda jazz,5395,50213,2011,2,petrol,hatchback,1.3,manual,5,5,5,unknown
vauxhall corsa,1995,69400,2006,3,petrol,hatchback,1.2,manual,3,5,4,unknown
peugeot 2008,5995,46107,2014,3,diesel,suv,1.4,manual,5,5,5,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
peugeot 3008,17990,9669,2019,1,diesel,suv,1.5,manual,5,5,6,unknown
mercedes-benz slk,3295,93000,2007,5,petrol,convertible,1.8,automatic,2,2,4,unknown
volkswagen polo hatchback,8175,60800,2015,2,petrol,hatchback,1.0,manual,5,5,6,full
abarth fiat 595 1.4 tjet (165ps) scorpioneoro,17000,17670,2020,1,petrol,hatchback,1.4,manual,3,4,6,unknown
citroen c3,8290,60000,2017,3,diesel,hatchback,1.6,manual,5,5,6,unknown
ford c-max,3895,104000,2013,3,diesel,mpv,1.6,manual,5,5,5,unknown
volvo v70,795,274100,2004,6,petrol,estate,2.4,automatic,5,5,3,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
bmw x1,7495,67000,2010,3,diesel,suv,2.0,automatic,5,5,5,full
nissan micra,3150,43500,2015,3,petrol,hatchback,1.2,manual,5,5,5,unknown
ford focus,6990,47000,2012,3,petrol,hatchback,1.0,manual,5,5,5,unknown
ford focus,3995,102000,2013,2,diesel,estate,1.6,manual,5,5,5,unknown
nissan micra,1695,96000,2005,3,petrol,hatchback,1.2,manual,3,5,4,unknown
jaguar xe,11995,72000,2016,3,petrol,saloon,2.0,automatic,4,5,6,unknown
vauxhall insignia,7637,84800,2016,3,diesel,hatchback,2.0,manual,5,5,6,unknown
mini hatch cooper,7490,82250,2014,3,petrol,hatchback,1.5,manual,3,4,6,full
dacia sandero stepway,5495,48000,2016,3,petrol,hatchback,0.9,manual,5,5,6,unknown
seat leon,7295,51733,2014,3,diesel,hatchback,1.6,manual,5,5,5,unknown
vauxhall vectra,2250,52200,2007,3,petrol,hatchback,1.8,manual,5,5,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
mercedes-benz e class,9949,74854,2014,3,diesel,saloon,2.1,automatic,4,5,5,unknown
jaguar x-type,1650,102000,2008,3,diesel,saloon,2.0,manual,4,5,4,unknown
toyota auris,3500,67995,2008,2,petrol,hatchback,1.4,manual,5,5,4,unknown
ford fiesta,5234,56883,2011,3,diesel,hatchback,1.6,manual,3,5,5,unknown
bmw 1 series,8099,58214,2014,3,petrol,hatchback,1.6,manual,5,5,6,unknown
toyota yaris,2395,92000,2006,3,petrol,hatchback,1.0,manual,5,5,4,unknown
ford focus,10195,60650,2019,1,petrol,hatchback,1.0,manual,5,5,6,unknown
nissan micra,8079,55390,2017,3,petrol,hatchback,1.0,manual,5,5,6,unknown
vauxhall astra gtc,3295,116000,2014,2,diesel,coupe,2.0,manual,3,5,5,unknown
vauxhall vectra,2250,52200,2007,3,petrol,hatchback,1.8,manual,5,5,4,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
bmw 1 series,14695,54000,2019,1,diesel,hatchback,1.5,manual,5,5,6,unknown
hyundai ix35,6490,93000,2014,3,diesel,suv,1.7,manual,5,5,5,unknown
volvo v60,8495,72000,2014,3,diesel,estate,1.6,manual,5,5,5,unknown
bmw 4 series gran coupe,12950,77600,2014,4,diesel,hatchback,2.0,manual,5,5,6,unknown
kia stonic,18750,12875,2022,3,petrol hybrid,suv,1.0,manual,5,5,6,unknown
toyota verso,5395,60582,2012,3,diesel,mpv,2.0,manual,5,7,5,unknown
bmw 1 series,5500,118000,2010,4,diesel,hatchback,2.0,manual,5,5,5,full
suzuki alto,2495,83000,2014,1,petrol,hatchback,1.0,manual,5,4,5,unknown
land rover freelander 2,2875,143000,2007,5,diesel,suv,2.2,manual,5,5,4,unknown
audi a6,10995,72894,2012,2,diesel,saloon,3.0,automatic,4,5,5,unknown
ford fiesta,2490,42800,2007,3,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
skoda fabia,2499,79972,2006,1,petrol,hatchback,1.2,manual,5,5,4,unknown
toyota yaris,3550,95200,2006,5,diesel,hatchback,1.4,automatic,5,5,4,unknown
land rover freelander 2,7547,122000,2012,3,diesel,suv,2.2,automatic,5,5,5,full
peugeot rcz,8990,46284,2014,3,petrol,coupe,1.6,automatic,2,4,5,unknown
peugeot 207,2950,59000,2012,2,petrol,hatchback,1.4,manual,3,5,5,unknown
mercedes-benz e class,9490,32000,2011,3,diesel,saloon,2.1,automatic,4,5,5,full
kia proceed,5995,77570,2014,4,diesel,hatchback,1.6,manual,3,5,5,unknown
vauxhall astra,4495,81222,2011,3,diesel,hatchback,2.0,automatic,5,5,5,unknown
volkswagen scirocco,5695,108582,2011,3,diesel,hatchback,2.0,manual,3,4,5,unknown
ford focus,1499,113187,2008,2,petrol,hatchback,1.6,manual,5,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
suzuki alto,3995,45000,2014,2,petrol,hatchback,1.0,manual,5,4,5,unknown
toyota yaris,2395,85693,2008,3,petrol,hatchback,1.0,manual,3,5,4,unknown
mercedes-benz c class,8990,50000,2011,5,diesel,coupe,2.1,automatic,2,4,5,unknown
audi a6 avant,3290,139142,2007,5,diesel,estate,3.0,automatic,5,5,4,unknown
renault clio,6495,53000,2014,3,diesel,hatchback,1.5,manual,5,5,5,unknown
chevrolet spark,2495,85556,2011,3,petrol,hatchback,1.2,manual,5,5,5,unknown
hyundai i30,6250,83650,2015,2,petrol,hatchback,1.4,manual,5,5,6,unknown
bmw 3 series,9800,67000,2011,5,petrol,saloon,2.0,automatic,4,5,5,full
honda civic,3695,113000,2009,4,petrol,hatchback,2.0,manual,3,4,4,unknown
ds automobiles ds 7 crossback,14900,94000,2018,2,diesel,suv,2.0,automatic,5,5,6,unknown
subaru impreza,2395,130100,2001,5,petrol,saloon,2.0,manual,4,5,2,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
mercedes-benz a class,10975,37334,2015,3,diesel,hatchback,1.5,manual,5,5,5,unknown
ford c-max,7390,46760,2014,3,diesel,mpv,1.6,manual,5,5,5,unknown
ford ecosport,5990,96600,2016,2,petrol,suv,1.0,manual,5,5,5,unknown
land rover range rover sport,3999,132000,2007,3,diesel,suv,2.7,automatic,5,5,4,unknown
hyundai getz,1895,75290,2006,3,petrol,hatchback,1.4,manual,3,5,4,unknown
ford ka,3300,89390,2014,4,petrol,hatchback,1.2,manual,3,4,5,unknown
vauxhall astra,3950,90000,2013,4,diesel,estate,1.7,manual,5,5,5,unknown
mercedes-benz a class,8595,93000,2015,3,diesel,hatchback,1.5,manual,5,5,5,full
mini hatch,5195,46000,2010,3,petrol,hatchback,1.6,manual,3,4,5,full
toyota yaris,6150,65414,2014,3,petrol,hatchback,1.3,manual,5,5,5,unknown
peugeot 407,995,144100,2007,4,diesel,saloon,2.0,manual,4,5,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
vauxhall meriva,4295,94000,2014,3,petrol,mpv,1.4,manual,5,5,5,full
fiat 500,6970,49485,2017,3,petrol,hatchback,1.2,manual,3,4,6,unknown
mazda mazda 2,6950,64818,2016,2,petrol,hatchback,1.5,manual,5,5,6,unknown
nissan juke,7470,58277,2014,2,petrol,suv,1.6,manual,5,5,5,unknown
mazda cx-5,7495,73000,2012,2,diesel,suv,2.2,manual,5,5,6,unknown
volkswagen polo,5950,71000,2013,2,petrol,hatchback,1.4,manual,3,5,5,unknown
peugeot 2008,15990,40800,2021,1,petrol,suv,1.2,manual,5,5,6,unknown
ford focus,4670,74717,2012,5,petrol,hatchback,1.0,manual,5,5,5,unknown
volkswagen polo,6750,54500,2012,2,petrol,hatchback,1.4,manual,3,5,5,unknown
vauxhall astra,2500,136842,2014,1,diesel,estate,1.6,manual,5,5,6,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
bmw x5,4450,135000,2004,1,diesel,suv,3.0,automatic,5,5,4,unknown
bmw 5 series,9490,51000,2012,3,diesel,saloon,2.0,automatic,4,5,5,unknown
ford mondeo,3995,83000,2011,3,petrol,hatchback,2.0,manual,5,5,5,full
