title,price,mileage,registration_year,previous_owners,fuel_type,body_type,engine,gearbox,doors,seats,emission_class,service_history
mini hatch,1875,98710,2007,9,petrol,hatchback,1.6,manual,3,4,4,unknown
vauxhall astra,1990,35000,2004,3,petrol,hatchback,1.4,manual,5,5,4,unknown
nissan note,2495,99000,2009,3,diesel,hatchback,1.5,manual,5,5,4,unknown
peugeot 308,2995,105000,2011,3,diesel,hatchback,1.6,automatic,5,5,5,unknown
volkswagen polo,1650,109000,2008,6,petrol,hatchback,1.2,manual,3,5,4,unknown
seat altea,1795,122000,2009,4,diesel,mpv,1.9,manual,5,5,4,unknown
vauxhall vectra,2250,52200,2007,3,petrol,hatchback,1.8,manual,5,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
vauxhall insignia,2495,96300,2012,3,petrol,hatchback,1.8,manual,5,5,5,unknown
peugeot 308,1595,114000,2010,3,diesel,hatchback,1.6,manual,5,5,4,unknown
toyota yaris,1595,93000,2006,4,petrol,hatchback,1.0,manual,3,5,4,unknown
volkswagen golf,4495,79700,2012,2,diesel,hatchback,1.6,manual,5,5,5,unknown
nissan micra,2450,133000,2005,1,petrol,hatchback,1.2,automatic,5,5,4,unknown
vauxhall insignia,2495,122000,2012,2,diesel,hatchback,2.0,manual,5,5,5,unknown
skoda rapid,2495,134000,2012,8,diesel,hatchback,1.6,manual,5,5,5,unknown
hyundai i20,1995,90000,2010,3,petrol,hatchback,1.2,manual,3,5,4,unknown
land rover freelander 2,3849,112340,2009,3,diesel,suv,2.2,automatic,5,5,4,unknown
vauxhall corsa,1795,95000,2008,3,petrol,hatchback,1.2,manual,3,5,4,full
renault megane,1995,100000,2009,4,petrol,hatchback,1.6,manual,5,5,5,unknown
ford galaxy,3990,108000,2009,3,diesel,mpv,2.2,manual,5,7,4,unknown
vauxhall corsa,1995,69000,2009,4,diesel,hatchback,1.3,manual,3,5,4,unknown
renault clio,2895,70100,2012,2,diesel,hatchback,1.5,manual,3,5,5,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
fiat 500,4899,32833,2012,1,petrol,hatchback,1.2,manual,3,4,5,full
renault megane,2495,106000,2012,3,diesel,coupe,1.5,manual,3,5,5,unknown
vauxhall astra,1595,152000,2011,4,diesel,estate,1.7,manual,5,5,5,unknown
volvo v50,2495,85000,2006,4,diesel,estate,2.0,manual,5,5,4,unknown
hyundai ix35,3999,96988,2011,2,diesel,suv,1.7,manual,5,5,5,unknown
kia ceed,2500,90000,2010,3,petrol,hatchback,1.6,manual,5,5,4,full
ford ka,3950,49000,2011,3,petrol,hatchback,1.2,manual,3,4,4,unknown
mercedes-benz c class,1995,116000,2006,5,diesel,saloon,2.1,automatic,4,5,3,unknown
vauxhall corsa,1699,67000,2006,5,petrol,hatchback,1.2,manual,5,5,4,unknown
renault megane,2495,97000,2012,3,diesel,hatchback,1.5,manual,5,5,5,unknown
ford focus,1499,113187,2008,2,petrol,hatchback,1.6,manual,5,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
honda jazz,3470,57000,2009,3,petrol,hatchback,1.4,manual,5,5,4,unknown
honda civic,2000,151000,2007,4,diesel,hatchback,2.2,manual,3,5,4,unknown
skoda octavia,2295,140000,2012,2,diesel,hatchback,1.6,manual,5,5,5,unknown
renault clio,1500,116000,2011,3,diesel,estate,1.5,manual,5,5,5,unknown
hyundai i30,3775,66556,2011,3,petrol,hatchback,1.4,manual,5,5,5,full
fiat punto,1949,76129,2013,3,petrol,hatchback,1.2,manual,3,5,5,unknown
renault megane,4993,58000,2014,3,diesel,coupe,1.5,manual,3,5,5,unknown
bmw x5,2275,115000,2002,6,diesel,suv,3.0,automatic,5,5,4,unknown
peugeot 107,2995,63000,2011,3,petrol,hatchback,1.0,manual,5,4,5,unknown
vauxhall astra,2500,136842,2014,1,diesel,estate,1.6,manual,5,5,6,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
bmw 5 series,1700,171000,2006,5,diesel,estate,3.0,automatic,5,5,4,unknown
ford mondeo,3195,96000,2011,5,diesel,hatchback,1.8,manual,5,5,4,unknown
toyota corolla verso,1300,131000,2008,4,diesel,mpv,2.2,manual,5,7,4,unknown
vauxhall astra,1990,106022,2011,3,petrol,hatchback,1.6,manual,3,5,5,unknown
volkswagen passat,2495,91000,2003,3,diesel,saloon,1.9,automatic,4,5,3,unknown
vauxhall corsa,3295,71000,2012,3,petrol,hatchback,1.2,manual,3,5,5,full
toyota rav4,2695,104069,2007,3,diesel,suv,2.2,manual,5,5,4,unknown
mercedes-benz c class,3495,105000,2008,3,diesel,saloon,2.1,automatic,4,5,4,unknown
peugeot 3008,1895,135000,2011,4,petrol,suv,1.6,manual,5,5,5,unknown
ford fiesta,3995,89861,2011,4,petrol,hatchback,1.6,manual,5,5,5,unknown
renault clio,2895,70100,2012,2,diesel,hatchback,1.5,manual,3,5,5,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
hyundai getz,2395,36790,2006,3,petrol,hatchback,1.1,manual,3,5,4,unknown
peugeot 208,3495,80000,2013,4,petrol,hatchback,1.2,manual,5,5,5,unknown
vauxhall astra,2995,107000,2012,2,diesel,hatchback,1.7,manual,5,5,5,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
nissan note,2195,93000,2008,1,petrol,hatchback,1.4,manual,5,5,4,unknown
nissan note,3995,31000,2011,3,diesel,hatchback,1.5,manual,5,5,5,unknown
renault megane,2395,82820,2011,3,petrol,hatchback,1.6,manual,5,5,5,unknown
jaguar xf,6990,79000,2011,3,diesel,saloon,3.0,automatic,4,5,5,unknown
ford focus,3195,89110,2008,3,petrol,hatchback,1.6,automatic,5,5,4,unknown
audi a3,8150,88000,2014,3,diesel,saloon,1.6,manual,4,5,6,unknown
vauxhall corsa,2395,109720,2012,3,petrol,hatchback,1.2,manual,3,5,5,unknown
bmw 3 series,2995,94000,2009,4,diesel,saloon,2.0,manual,4,5,5,unknown
ford focus,2795,82000,2010,3,diesel,hatchback,1.6,manual,5,5,5,unknown
honda jazz,2850,124610,2010,3,petrol,hatchback,1.4,automatic,5,5,4,unknown
renault clio,1990,120863,2012,3,petrol,hatchback,1.1,manual,3,5,5,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
peugeot 208,4776,47000,2012,3,petrol,hatchback,1.4,manual,5,5,5,unknown
bmw 3 series,2500,111563,2006,2,diesel,estate,2.0,manual,5,5,4,full
renault scenic,2295,115000,2011,5,diesel,mpv,1.5,manual,5,5,5,unknown
peugeot 3008,3550,103206,2011,3,diesel,suv,1.6,automatic,5,5,5,full
bmw 1 series,4495,114000,2013,3,diesel,hatchback,1.6,manual,5,5,5,unknown
skoda octavia,1495,172000,2004,3,diesel,hatchback,1.9,manual,5,5,3,unknown
hyundai i30,3995,106000,2016,2,petrol,hatchback,1.4,manual,5,5,6,unknown
mazda mazda3,5495,43000,2011,2,diesel,hatchback,1.6,manual,5,5,5,unknown
mercedes-benz c class,2999,135364,2011,6,diesel,saloon,2.1,automatic,4,5,5,unknown
ford fiesta,2490,42800,2007,3,petrol,hatchback,1.2,manual,3,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
volkswagen polo,5995,67000,2013,7,petrol,hatchback,1.4,manual,5,5,5,unknown
honda jazz,1575,118000,2006,2,petrol,hatchback,1.4,manual,5,5,4,unknown
vauxhall corsa,4495,51000,2013,2,petrol,hatchback,1.2,manual,3,5,5,full
peugeot 407,2299,69977,2009,3,diesel,saloon,1.6,manual,4,5,4,unknown
vauxhall corsa,3495,71844,2012,3,petrol,hatchback,1.4,manual,5,5,5,unknown
ford mondeo,2999,100300,2011,2,diesel,hatchback,2.0,manual,5,5,5,full
bmw 1 series,2175,156000,2009,6,diesel,hatchback,2.0,manual,5,5,5,unknown
vauxhall corsa,2395,95000,2011,2,petrol,hatchback,1.2,manual,5,5,5,unknown
renault captur,7990,47000,2016,3,petrol,suv,0.9,manual,5,5,6,full
bmw 5 series,10995,86000,2014,3,diesel,saloon,2.0,automatic,4,5,6,unknown
peugeot 407,995,144100,2007,4,diesel,saloon,2.0,manual,4,5,4,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
bmw 1 series,7850,74000,2013,2,diesel,hatchback,2.0,manual,5,5,5,unknown
suzuki liana,975,86095,2003,4,petrol,saloon,1.6,manual,4,5,3,unknown
vauxhall corsa,2195,88802,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
mitsubishi shogun sport,3595,105000,2007,3,diesel,suv,2.5,manual,5,5,3,unknown
infiniti q30,10995,58000,2016,3,diesel,hatchback,2.2,automatic,5,5,6,unknown
honda cr-v,6495,88000,2013,2,diesel,suv,1.6,manual,5,5,5,full
vauxhall corsa,4000,75200,2014,2,petrol,hatchback,1.4,manual,3,5,5,full
vauxhall astra,7940,85887,2017,3,petrol,hatchback,1.4,manual,5,5,6,unknown
vauxhall astra,1995,72500,2007,3,petrol,hatchback,1.6,manual,5,5,4,unknown
ford fiesta,2490,42800,2007,3,petrol,hatchback,1.2,manual,3,5,4,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
volkswagen golf,4000,139000,2013,2,petrol,hatchback,1.2,manual,5,5,5,unknown
mazda mazda6,6400,86000,2013,5,diesel,saloon,2.2,manual,4,5,6,unknown
toyota corolla verso,2995,82908,2006,3,petrol,mpv,1.8,manual,5,7,4,unknown
nissan qashqai,4950,88000,2013,3,petrol,suv,1.6,manual,5,5,5,full
chevrolet spark,2699,54000,2012,5,petrol,hatchback,1.0,manual,5,5,5,unknown
audi a3,3350,149000,2006,2,petrol,hatchback,2.0,manual,5,5,4,full
hyundai ix35,4500,101000,2011,5,diesel,suv,2.0,manual,5,5,5,unknown
nissan micra,1395,49015,2006,3,petrol,hatchback,1.2,manual,3,5,4,unknown
ford fusion,1450,126000,2002,3,petrol,hatchback,1.6,manual,5,5,4,unknown
kia sportage,5295,82000,2012,3,diesel,suv,1.7,manual,5,5,5,full
subaru impreza,2395,130100,2001,5,petrol,saloon,2.0,manual,4,5,2,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
mercedes-benz c class,1695,99000,2004,5,petrol,saloon,1.8,automatic,4,5,3,unknown
vauxhall astra,2395,123000,2012,6,diesel,estate,1.7,manual,5,5,5,unknown
nissan note,2500,73950,2008,3,petrol,hatchback,1.4,manual,5,5,4,unknown
ford fiesta,5199,87610,2014,3,petrol,hatchback,1.0,manual,5,5,5,unknown
vauxhall astra,2500,136842,2014,1,diesel,estate,1.6,manual,5,5,6,unknown
toyota iq,3495,85489,2009,3,petrol,hatchback,1.3,manual,3,4,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
honda accord,2495,104000,2003,4,petrol,saloon,2.0,automatic,4,5,3,unknown
nissan qashqai,6495,103000,2016,2,diesel,suv,1.5,manual,5,5,6,unknown
nissan qashqai,7000,97000,2014,3,diesel,suv,1.5,manual,5,5,5,full
renault clio,4895,81000,2013,6,petrol,hatchback,1.2,manual,5,5,5,unknown
mercedes-benz s class,4769,207734,2012,3,diesel,saloon,3.0,automatic,4,5,6,unknown
nissan qashqai,2879,92250,2008,3,petrol,hatchback,1.6,manual,5,5,4,unknown
honda jazz,1995,84000,2006,3,petrol,hatchback,1.3,manual,5,5,4,unknown
hyundai i30,2790,49400,2010,2,petrol,hatchback,1.4,manual,5,5,4,unknown
peugeot 308,2995,89800,2013,3,diesel,hatchback,1.6,manual,5,5,5,unknown
seat ibiza,3200,72000,2014,2,petrol,hatchback,1.4,manual,3,5,5,unknown
peugeot 407,995,144100,2007,4,diesel,saloon,2.0,manual,4,5,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
vauxhall adam,7695,71000,2015,3,petrol,hatchback,1.4,manual,3,4,6,unknown
volkswagen polo,5950,77000,2013,5,petrol,hatchback,1.4,manual,5,5,5,unknown
volvo s40,3495,104000,2012,4,diesel,saloon,1.6,manual,4,5,5,unknown
vauxhall corsa,3695,61000,2008,4,petrol,hatchback,1.4,automatic,5,5,4,unknown
hyundai i10,2495,99000,2013,5,petrol,hatchback,1.2,manual,5,5,5,unknown
audi tt,3495,70000,2005,3,petrol,coupe,1.8,manual,2,4,4,unknown
suzuki alto,2495,83890,2011,3,petrol,hatchback,1.0,manual,5,4,5,unknown
skoda fabia,3995,75846,2008,3,petrol,hatchback,1.6,automatic,5,5,4,unknown
bmw 1 series,5250,119000,2012,3,diesel,hatchback,2.0,manual,3,5,5,unknown
volvo v70,795,274100,2004,6,petrol,estate,2.4,automatic,5,5,3,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
volkswagen golf,4495,76607,2009,3,diesel,hatchback,2.0,manual,5,5,5,full
citroen c3,2695,67000,2010,3,petrol,hatchback,1.1,manual,5,5,5,unknown
jaguar xf,6990,70000,2011,3,diesel,saloon,2.2,automatic,4,5,5,full
peugeot 208,4995,80000,2016,1,petrol,hatchback,1.2,manual,3,5,6,unknown
bmw 1 series,6275,90000,2014,2,diesel,hatchback,1.6,manual,5,5,5,unknown
toyota auris,2395,95100,2008,2,diesel,hatchback,2.0,manual,5,5,4,full
fiat 500,3900,73885,2012,3,petrol,hatchback,1.2,manual,3,4,5,unknown
bmw x1,6500,99000,2011,2,diesel,suv,2.0,automatic,5,5,5,unknown
bmw 3 series,6000,99000,2012,3,diesel,coupe,2.0,automatic,2,4,5,unknown
ford fusion,1795,86714,2005,3,petrol,hatchback,1.4,manual,5,5,4,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
vauxhall corsa,2995,79011,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
audi a3,6000,123000,2013,3,diesel,hatchback,2.0,manual,3,5,5,unknown
nissan qashqai,4940,84151,2011,3,diesel,suv,1.5,manual,5,5,5,unknown
volkswagen polo,6995,59513,2014,2,petrol,hatchback,1.4,manual,5,5,5,unknown
ford kuga,7646,65000,2011,6,diesel,suv,2.0,manual,5,5,5,unknown
ford mondeo,2000,131276,2009,3,diesel,hatchback,2.0,manual,5,5,4,unknown
ford focus,6795,64111,2015,2,petrol,hatchback,1.0,manual,5,5,6,full
bmw 5 series,4495,86623,2009,3,diesel,saloon,3.0,automatic,4,5,4,unknown
bmw 5 series,12000,96000,2015,2,diesel,saloon,2.0,automatic,4,5,6,unknown
ford focus,2395,93600,2009,3,petrol,hatchback,1.6,manual,5,5,4,unknown
bmw alpina d3,5900,119000,2009,3,diesel,saloon,2.0,manual,4,5,5,unknown
renault clio,1990,120863,2012,3,petrol,hatchback,1.1,manual,3,5,5,unknown
vauxhall corsa,2995,79011,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
fiat 500,5999,45000,2015,2,petrol,hatchback,1.2,manual,3,4,6,unknown
toyota yaris,3300,112000,2011,3,petrol,hatchback,1.0,manual,5,5,5,unknown
mercedes-benz c class,3700,127000,2007,3,diesel,saloon,2.1,automatic,4,5,4,unknown
bmw 3 series,3450,137800,2007,4,diesel,convertible,3.0,automatic,2,4,4,unknown
renault twingo,3495,35000,2009,4,petrol,hatchback,1.2,manual,3,4,4,unknown
vauxhall corsa,4500,45400,2011,3,diesel,hatchback,1.7,manual,5,5,5,unknown
volvo s40,2495,123000,2009,2,diesel,saloon,1.6,manual,4,5,4,unknown
citroen c1,2400,74000,2008,2,petrol,hatchback,1.0,manual,3,4,4,unknown
peugeot 5008,4300,115000,2013,3,diesel,mpv,2.0,automatic,5,7,5,full
ford focus,4995,73824,2014,3,petrol,hatchback,1.0,manual,5,5,5,unknown
vauxhall vectra,2250,52200,2007,3,petrol,hatchback,1.8,manual,5,5,4,unknown
toyota yaris,2995,81224,2006,3,petrol,hatchback,1.0,manual,3,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
fiat 500x,6179,57000,2015,3,diesel,suv,1.6,manual,5,5,6,unknown
bmw x1,7179,85220,2012,3,diesel,suv,2.0,automatic,5,5,5,unknown
fiat punto evo,2485,89727,2011,3,petrol,hatchback,1.4,manual,5,5,5,unknown
bmw 3 series,9950,85800,2014,5,diesel,saloon,2.0,manual,4,5,5,unknown
vauxhall corsa,2499,85000,2010,5,petrol,hatchback,1.2,manual,3,5,5,unknown
renault clio,2499,95000,2012,2,petrol,hatchback,1.2,manual,3,5,5,unknown
renault megane,2500,75000,2011,2,petrol,hatchback,1.6,manual,5,5,5,unknown
citroen c1,1795,91500,2006,3,petrol,hatchback,1.0,manual,5,4,4,unknown
land rover range rover sport,2500,117000,2009,5,diesel,suv,3.0,automatic,5,5,4,unknown
ford focus,1499,113187,2008,2,petrol,hatchback,1.6,manual,5,5,4,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
volkswagen polo,6795,51946,2015,1,petrol,hatchback,1.0,manual,3,5,6,full
vauxhall corsa,1750,95000,2009,3,diesel,hatchback,1.3,manual,5,5,4,unknown
peugeot 207,2490,30757,2007,3,petrol,hatchback,1.4,manual,5,5,4,unknown
ford fiesta,2490,66345,2007,2,petrol,hatchback,1.2,manual,3,5,4,unknown
ford fiesta,2490,47195,2006,2,petrol,hatchback,1.2,manual,3,5,4,unknown
mercedes-benz c class,3995,78776,2008,2,diesel,saloon,2.1,automatic,4,5,4,full
toyota verso,5250,98700,2014,4,diesel,mpv,1.6,manual,5,7,6,unknown
mercedes-benz slk,3995,99000,2007,4,petrol,convertible,1.8,automatic,2,2,4,unknown
mini convertible,3995,84617,2010,4,petrol,convertible,1.6,manual,2,4,5,unknown
peugeot 407,995,144100,2007,4,diesel,saloon,2.0,manual,4,5,4,unknown
vauxhall corsa,2995,79011,2007,3,petrol,hatchback,1.4,manual,3,5,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
volvo v60,5295,94000,2012,1,diesel,estate,1.6,manual,5,5,5,unknown
audi a3,2000,116000,2005,3,diesel,hatchback,1.9,manual,3,5,4,unknown
ford galaxy,3995,131000,2011,3,diesel,mpv,2.0,automatic,5,7,5,unknown
skoda superb,3995,140000,2014,3,diesel,estate,1.6,manual,5,5,5,unknown
ford fiesta,4750,84538,2013,3,petrol,hatchback,1.2,manual,3,5,5,unknown
vauxhall astra,2495,117000,2011,3,diesel,hatchback,2.0,manual,5,5,5,unknown
skoda fabia,2500,104000,2013,4,diesel,estate,1.6,manual,5,5,5,unknown
mercedes-benz sl class,4500,52462,2003,1,petrol,convertible,3.7,automatic,2,2,3,unknown
fiat 500c,6667,32890,2014,3,petrol,convertible,0.9,manual,2,4,6,full
vauxhall insignia,4845,110000,2016,3,diesel,hatchback,1.6,manual,5,5,6,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
audi a4,5444,120000,2011,3,diesel,saloon,2.0,manual,4,5,5,unknown
volkswagen beetle,3995,82032,2006,3,petrol,hatchback,1.4,manual,3,5,4,unknown
hyundai i40,6250,33000,2014,3,diesel,saloon,1.7,manual,4,5,5,unknown
volkswagen golf,5817,53860,2010,3,petrol,hatchback,1.4,manual,3,5,5,unknown
renault clio,6500,51000,2015,4,diesel,hatchback,1.5,manual,5,5,6,full
volkswagen golf,4450,114000,2010,7,diesel,hatchback,2.0,manual,5,5,5,unknown
mercedes-benz c class,6950,116000,2012,7,diesel,saloon,2.1,automatic,4,5,5,unknown
vauxhall astra,3095,125000,2014,2,diesel,hatchback,1.6,manual,5,5,6,unknown
ford fiesta,11000,44497,2018,3,petrol,hatchback,1.0,manual,5,5,6,unknown
ford fusion,3696,75250,2011,2,petrol,hatchback,1.6,manual,5,5,5,full
ford focus,1499,113187,2008,2,petrol,hatchback,1.6,manual,5,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
toyota aygo,6895,68292,2018,1,petrol,hatchback,1.0,manual,5,4,6,unknown
renault megane,2795,100000,2012,2,diesel,hatchback,1.5,manual,5,5,5,full
vauxhall insignia,6145,67990,2014,3,diesel,hatchback,2.0,manual,5,5,5,full
kia picanto,2500,59000,2009,1,petrol,hatchback,1.1,manual,5,4,4,unknown
mazda rx-8,7000,81700,2010,3,petrol,coupe,2.6,manual,4,4,4,unknown
volkswagen polo,6780,69810,2015,3,petrol,hatchback,1.0,manual,5,5,6,unknown
peugeot 208,4100,73000,2013,5,petrol,hatchback,1.2,manual,5,5,5,unknown
seat ibiza,4350,71961,2010,3,petrol,hatchback,1.4,manual,3,5,4,full
volkswagen golf,2350,138019,2009,3,diesel,hatchback,2.0,manual,5,5,5,unknown
ford c-max,3490,97000,2008,3,diesel,mpv,1.6,manual,5,5,4,unknown
ford fiesta,2490,42800,2007,3,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
bmw 5 series,7795,102358,2013,3,diesel,saloon,2.0,automatic,4,5,6,unknown
peugeot 208,11970,52381,2020,1,petrol,hatchback,1.2,manual,5,5,6,full
citroen xsara picasso,1850,77000,2006,3,petrol,mpv,2.0,automatic,5,5,4,unknown
vauxhall zafira,2495,87000,2010,2,petrol,mpv,1.6,manual,5,7,4,unknown
infiniti g,8888,63409,2012,3,petrol,coupe,3.7,automatic,2,4,5,unknown
ford focus,5495,57000,2012,3,petrol,hatchback,1.6,manual,5,5,5,full
audi a3,7495,100409,2013,3,diesel,hatchback,2.0,manual,3,5,5,unknown
citroen c4 cactus,9990,36000,2018,3,petrol,hatchback,1.2,manual,5,5,6,unknown
vauxhall astra,1750,114000,2008,6,diesel,hatchback,1.9,manual,3,5,4,unknown
ford c-max,4895,84000,2012,3,petrol,mpv,1.6,manual,5,5,5,unknown
renault clio,2895,70100,2012,2,diesel,hatchback,1.5,manual,3,5,5,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall corsa,6595,58875,2015,2,petrol,hatchback,1.2,manual,3,5,6,unknown
mini hatch,6480,67000,2010,3,petrol,hatchback,1.6,automatic,3,4,5,unknown
volvo v40,3995,114000,2013,3,diesel,hatchback,1.6,manual,5,5,5,unknown
vauxhall corsa,2995,82000,2013,2,petrol,hatchback,1.0,manual,3,5,5,unknown
subaru outback,4995,126000,2011,3,petrol,estate,2.5,automatic,5,5,5,full
kia rio,7295,33000,2014,1,petrol,hatchback,1.4,manual,5,5,5,unknown
vauxhall astra,6980,72000,2016,3,petrol,hatchback,1.0,manual,5,5,6,unknown
seat leon,3995,53000,2010,3,diesel,hatchback,1.9,manual,5,5,4,unknown
skoda fabia,2795,89747,2007,3,diesel,hatchback,1.4,manual,5,5,4,unknown
volkswagen polo,4990,79000,2013,3,diesel,hatchback,1.6,manual,5,5,5,full
ford fiesta,2490,42800,2007,3,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall corsa,2995,47988,2009,3,petrol,hatchback,1.2,manual,3,5,4,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
renault megane,1995,98000,2010,7,diesel,hatchback,1.5,manual,5,5,4,unknown
vauxhall zafira,2495,98000,2013,5,petrol,mpv,1.6,manual,5,7,5,unknown
peugeot rcz,5695,58737,2011,4,petrol,coupe,1.6,manual,2,4,5,full
volkswagen tiguan,4995,107000,2009,3,diesel,suv,2.0,manual,5,5,5,unknown
infiniti m,7724,58298,2014,2,diesel,saloon,3.0,automatic,4,5,5,unknown
hyundai tucson,8995,65979,2015,2,diesel,suv,1.7,manual,5,5,6,unknown
suzuki alto,2200,74275,2013,4,petrol,hatchback,1.0,manual,5,4,5,full
subaru impreza,2395,130100,2001,5,petrol,saloon,2.0,manual,4,5,2,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
